event_key,active,name,event_start,event_end,event_type,event_subtype,description,host_org,url,media_url,map,seats,goers,checkins,invite_only,venue,address,company,audience,subject,geo_area,tags,fsq_venue_id,custom1,custom2,custom4,custom5,id,venue_id,speakers,moderators,artists,sponsors,exhibitors,staff
"307","Y","Pen Testing with Kali Linux","2019-05-04 13:00:00","2019-05-04 14:00:00","Tech","","Join us for an open discussion on Kali Linux, pen testing, and the possibilities of using this distro overall.","","","","","0","9","0","N","Computer Lab [Charlevoix C]","","","","","","","","","","","","28dc16e8e19705c22b59ecdc5ad25f76","931398","William Bowen","","","","",""
"277","Y","Mikey Mason: Comedy Rock Geek!","2019-05-04 20:00:00","2019-05-04 22:00:00","Penguicon","","A nationally touring performer with more than a decade of professional stand-up comedy experience, and with hits like She Don't Like Firefly, Best Game Ever, and Opposite of Cool, Mikey Mason is a ball of contagious enthusiasm who makes songs about role-playing games, video games, sci-fi, fantasy, cats, and the general experience of being a geek. His personal anthem, The Opposite of Cool, strikes a nearly universal nerve wherever he plays it. He’s been heard on nerdist.com, SyFy, TheFuMP.com, and Dr. Demento, and is a truly must-see event each time he performs.","","","","","0","22","0","N","Algonquin C/D","","","","","","","","","","","","2a5225f5b2e98235b0ac105e21136a68","931392","Mikey Mason","","","","",""
"308","Y","The Digital And Physical Risks of 5G Networks","2019-05-04 19:00:00","2019-05-04 20:00:00","Tech","","Join us for a discussion of the cyber security risks of 5G networks as well as the physical health concerns.","","","","","0","4","0","N","Algonquin B","","","","","","","","","","","","2a5ffb845a3ae31c3fa9ac259e960672","931395","William Bowen","","","","",""
"10","Y","Spooky Stories with Marshmallows on Top","2019-05-04 22:00:00","2019-05-04 23:00:00","After Dark","","I'll bring the hot cocoa, you bring your real-life spooky, creepy or just strange paranormal stories. An open mind is encouraged, but you're welcome to think we're all weirdos and just enjoy cocoa and storytime. Join us as we share some personal 'no s*it, there I was' experiences. An event to savor. (Marshmallows and sharing optional.) This event is 18+.","","","","","0","10","0","N","Food [317]","","","","","","","","","","","","2aac3e8aa12906a2082f5e9662ff81a6","931350","Josie Kusner","","","","",""
"331","Y","Network Science with Network: Session 2","2019-05-05 11:00:00","2019-05-05 12:00:00","Tech","","Network Science investigates the structure of relationships in complex systems: social networks, electrical grids, the internet, protein interactions, and many others. NetworkX is a FOSS python library for network science. This presentation covers the basic concepts of Network Science and examples of using NetworkX. Edward L. Platt is the author of the forthcoming book: Network Science with Python and NetworkX.","","","","","0","3","0","N","Computer Lab [Charlevoix C]","","","","","","","","","","","","2b919ac283c28bb863af055adf9ec502","931398","Edward L. Platt","","","","",""
"44","Y","People R Us: Neurodiversity and ASD","2019-05-03 18:00:00","2019-05-03 20:00:00","Diversity","","If you've ever walked the halls of Penguicon during a break between tracks, you might have noticed there are a huge range of micro-communities within our event. We're happy to provide a space this year for those groups to get together, relax, and start meaningful conversations. Focus: Neurodiversity and ASD","","","","","0","7","0","N","People R Us [1017]","","","","","","","","","","","","2c9dce538e5559ed59e9d52c85a03b84","931374","Mike Ward, Josie Kusner","","","","",""
"334","Y","Ubuntu 19.04 Release Party","2019-05-03 19:30:00","2019-05-03 21:00:00","Tech","","Come celebrate the release of the latest Ubuntu 19.04 release, code-named 'Disco Dingo'. We'll meet in the bar area and raise a glass to mark the occasion.","","","","","0","9","0","N","Westin Bar","","","","","","","","","","","","2d8105a5fdb82ff79801ea6f97445bde","931410","Craig Maloney","","","","",""
"81","Y","Painting by Moonlight","2019-05-04 21:00:00","2019-05-04 22:00:00","DIY","","Join Zed Shaw to learn techniques for drawing at night.","","","","","0","12","0","N","Outside","","","","","","","","","","","","2daf8b679b82e14eeb61b1f6fbcaf9cc","931380","Zed Shaw","","","","",""
"125","Y","Dice Forge","2019-05-04 13:00:00","2019-05-04 14:00:00","Gaming","","BG 2-4 players; Development game featuring innovative mechanics based on dice with removable faces. In this dice crafting game, players build their own dice. Roll your dice, manage your resources, complete ordeals before your opponents and explore multiple winning strategies.","","","","","0","2","0","N","Gaming (TC's Room)","","","","","","","","","","","","2dcee8aa6f56364267e7b5c56355d1db","931386","Jason Miller","","","","",""
"365","Y","Care and Feeding of Your Pet (18+)","2019-05-04 22:00:00","2019-05-05 00:00:00","After Dark","","Having a pet is a tough job. There are so many expectations and responsibilities; you may not know where to start. While pet play offers many commonalities to having a non-human pet, you get many benefits over our four legged friends of different species. From tossing a ball to veterinary visits, join Karida in a thought-provoking discussion on why some play as animals and how it can add to your relationship. Discover how to care for and play with the pet in your life. This class focuses on puppy and kitty play, but other pet breeds are welcome. Maybe you’re not a pet owner or player, but you’re curious? In this case, curiosity won’t kill the cat, it will teach you how to properly take care of one! 18 +","","","","","0","2","0","N","Baldwin","","","","","","","","","","","","2e2251f70e9e0ae93ca9776072d0099f","931389","Karida","","","","",""
"218","Y","Cashflow for Writers and Other Creative Businesses","2019-05-05 13:00:00","2019-05-05 14:00:00","Lit","","You've achieved your dream, and turned your love into a business. Congratulations! Now you'll learn why most businesses fail in the first year. This mysterious 'cashflow' thing destroys more dreams than any other. The presenter is a full-time writer, and hence easily confused by 'checkbooks' and 'ledgers' and all that messy accounting stuff. He also has a deep aversion to visits from the IRS. Despite all this, he's managed to break down cash flow in a way that even he can understand it. You'll leave with a sufficient understanding of cash flow to run your own small business. All you'll need is a product! And customers.","","","","","0","7","0","N","Nicolet","","","","","","","","","","","","3031325f9de959b161c71c4e450d06f1","931329","Michael W. Lucas","","","","",""
"231","Y","Family Feud","2019-05-04 14:00:00","2019-05-04 15:00:00","Mayhem","","Let's play some Family Feud, fandom edition! Everything from the man in the blue box to Firefly! Let's go!","","","","","0","10","0","N","Algonquin B","","","","","","","","","","","","30f4ec8783c8ff6c5bd3e20e4d8a3071","931395","Chris Roland","","","","",""
"341","Y","Real Pirates Seek the C!","2019-05-04 18:00:00","2019-05-04 19:00:00","Tech","","I want you to experience the joys of the C! I'll help you get your C legs with simple tricks to make this venerable language work with the latest trends in programming. Learn simple project setup using Make and CMake, functional programming, test driven development & automated testing, programming to interfaces, design patterns, REST clients and servers, IoT, and cloud computing. I'll help you throw off the chains of enterprise development, hoist the Jolly Roger, and deliver results faster, using fewer resources with this venerable, modern language.","","","","","0","6","0","N","Nicolet","","","","","","","","","","","","30fad53fb29b5c79023c0483286cf82e","931329","Clay Dowling","","","","",""
"82","Y","BoF: Craft Supply Swap","2019-05-04 15:00:00","2019-05-04 16:00:00","DIY","","Birds of a Feather: Are your jewelry making supplies gathering dust and you find yourself really into embroidery instead? Why not offload your unused crafting items and pick up some things you can use?","","","","","0","18","0","N","Baldwin","","","","","","","","","","","","335abb1b35ee52077afa9d1db9e361ad","931389","Josie Kusner","","","","",""
"39","Y","Advanced Special FX Makeup for Cosplay Workshop","2019-05-05 11:00:00","2019-05-05 13:00:00","Cosplay","","Learn and try various products and techniques in SFX makeup and face and body painting. We will be using foam, latex, and silicone appliances. We will learn and practice some of the more advanced SFX skills on ourselves and each other.","","","","","0","12","0","N","Montcalm","","","","","","","","","","","","33b018d04757bcc53f3db6933c6a55e4","931326","Jeannie Arquette","","","","",""
"86","Y","Camp cookery and magical meal to prevent trailside tragedy","2019-05-04 11:00:00","2019-05-04 12:00:00","Food","","Tips and tricks for camp cookery. Focus on backpacking meal planning and on trail prep. Discussion points, types of backpacking stoves and cook kits, dehydration, DIY freeze drying. cold soak meals, trail baking. Recipes and possible meal samples","","","","","0","15","0","N","Food [317]","","","","","","","","","","","","33f7d41aa3e5eda24d38edf37a11d372","931350","Alex Drummer, chloe  zrnich","","","","",""
"133","Y","Red Dragon Inn","2019-05-03 22:00:00","2019-05-04 00:00:00","Gaming","","BG 3-6 players; You and your friends are a party of heroic, fantasy adventurers. You've raided the dungeon, killed the monsters, and taken their treasure. Now you're back, and what better way to celebrate your most recent victory than to spend an evening at the Red Dragon Inn. You and your adventuring companions will spend the night drinking, gambling, and roughhousing. The last person who is both sober enough to remain conscious and shrewd enough to hold onto his gold coins wins the game.","","","","","0","7","0","N","Gaming (TC's Room)","","","","","","","","","","","","348013b06d94a2f7c4f0f20493c99d44","931386","Kevin King","","","","",""
"96","Y","LN2 Saturday Afternoon Matinee Ice Cream","2019-05-04 14:00:00","2019-05-04 16:00:00","Food","","LN2 ice cream flavors inspired by movies and food/drink you'd find in a movie theater! We'll also teach the basics (safety, proportions) and coach anyone who wants to learn to stir or do all this on their own! As a reminder, we make inclusive ice cream. We have non-dairy bases and sugar-free sweeteners on hand. We're prepared if you speak up. We want everyone to be able to enjoy!","","","","","0","17","0","N","LN2 [Hamlin]","","","","","","","","","","","","35469b1995468c6f04f046a6450dd238","931383","Sarah Elkins, Phil Salkie","","","","",""
